Id,Generation [z],color
192,3,#FF00FF
193,3,#FF0000
194,3,#AAAAAA
195,3,#FF0000
196,3,#FF00FF
197,3,#FF00FF
198,3,#FFFF00
199,3,#FF00FF
200,4,#FF0000
201,4,#AAAAAA
202,4,#FF0000
203,4,#0000FF
204,4,#FFFF00
205,4,#000000
206,4,#FF00FF
207,4,#FF0000
208,4,#FF0000
209,4,#FFFF00
210,4,#AAAAAA
211,4,#AAAAAA
212,4,#AAAAAA
213,4,#AAAAAA
214,4,#FF0000
215,4,#FF0000
216,4,#0000FF
217,4,#AAAAAA
218,4,#FF00FF
219,4,#FF0000
220,4,#000000
221,4,#00FFFF
222,4,#FF00FF
223,4,#00FF00
224,4,#00FFFF
225,4,#FF00FF
226,4,#AAAAAA
227,4,#FF00FF
228,4,#00FF00
229,4,#FF0000
230,4,#0000FF
231,4,#FF00FF
232,4,#FF0000
233,4,#FF0000
234,4,#FF0000
235,4,#FF0000
236,4,#FF00FF
237,4,#FF0000
238,4,#FF00FF
239,4,#FF0000
240,4,#FF0000
241,4,#FF0000
242,4,#000000
243,4,#00FF00
244,4,#000000
245,4,#AAAAAA
246,4,#000000
247,4,#000000
248,4,#AAAAAA
249,4,#FF00FF
250,5,#FF0000
251,5,#FF00FF
252,5,#000000
253,5,#FF0000
254,5,#FF00FF
255,5,#FF00FF
256,5,#0000FF
257,5,#AAAAAA
258,5,#FF00FF
259,5,#FFFF00
260,5,#0000FF
261,5,#00FFFF
262,5,#FFFF00
263,5,#000000
264,5,#FF00FF
265,5,#FFFF00
266,5,#FF00FF
267,5,#FF0000
268,5,#00FF00
269,5,#AAAAAA
270,5,#FF00FF
271,5,#FF00FF
272,5,#FF00FF
273,5,#00FF00
274,5,#FFFF00
275,5,#FF0000
276,5,#FF0000
277,5,#00FFFF
278,5,#FF00FF
279,5,#FF0000
280,5,#00FFFF
281,5,#000000
282,5,#FF00FF
283,5,#FF0000
284,5,#00FFFF
285,5,#FF0000
286,5,#000000
287,5,#FF00FF
288,5,#FF00FF
289,5,#000000
290,5,#FF00FF
291,5,#000000
292,5,#000000
293,5,#AAAAAA
294,5,#FF00FF
295,5,#000000
296,5,#000000
297,5,#FF00FF
298,5,#AAAAAA
299,5,#00FFFF
300,6,#FF0000
301,6,#0000FF
302,6,#FFFF00
303,6,#FF00FF
304,6,#FF00FF
305,6,#FFFF00
306,6,#00FFFF
307,6,#00FFFF
308,6,#FF00FF
309,6,#FF00FF
310,6,#00FFFF
311,6,#FF00FF
312,6,#FF00FF
313,6,#FF0000
314,6,#FFFF00
315,6,#0000FF
316,6,#000000
317,6,#FF0000
318,6,#AAAAAA
319,6,#000000
320,6,#FF0000
321,6,#FF00FF
322,6,#FFFF00
323,6,#FFFF00
324,6,#FF00FF
325,6,#FF0000
326,6,#000000
327,6,#000000
328,6,#FF00FF
329,6,#000000
330,6,#FFFF00
331,6,#FF0000
332,6,#FF00FF
333,6,#FF00FF
334,6,#FF00FF
335,6,#FFFF00
336,6,#000000
337,6,#FF0000
338,6,#000000
339,6,#000000
340,6,#000000
341,6,#FF00FF
342,6,#FF00FF
343,6,#FF00FF
344,6,#FFFF00
345,6,#00FFFF
346,6,#FF0000
347,6,#FF0000
348,6,#FF00FF
349,6,#FF00FF
350,7,#FFFF00
351,7,#FFFF00
352,7,#FF0000
353,7,#0000FF
354,7,#AAAAAA
355,7,#FF00FF
356,7,#00FF00
357,7,#FFFF00
358,7,#FF00FF
359,7,#FFFF00
360,7,#FFFF00
361,7,#000000
362,7,#FFFF00
363,7,#AAAAAA
364,7,#FFFF00
365,7,#0000FF
366,7,#FF00FF
367,7,#FF00FF
368,7,#FF00FF
369,7,#FF00FF
370,7,#FF0000
371,7,#00FFFF
372,7,#FF00FF
373,7,#0000FF
374,7,#FF0000
375,7,#FFFF00
376,7,#AAAAAA
377,7,#FF00FF
378,7,#0000FF
379,7,#000000
380,7,#00FFFF
381,7,#AAAAAA
382,7,#00FFFF
383,7,#000000
384,7,#FFFF00
385,7,#000000
386,7,#00FFFF
387,7,#FF0000
388,7,#FF0000
389,7,#FF0000
390,7,#FF0000
391,7,#FF00FF
392,7,#FF0000
393,7,#FF0000
394,7,#AAAAAA
395,7,#FF0000
396,7,#FFFF00
397,7,#FF00FF
398,7,#AAAAAA
399,7,#AAAAAA
400,8,#FF0000
401,8,#AAAAAA
402,8,#0000FF
403,8,#00FFFF
404,8,#000000
405,8,#FF0000
406,8,#000000
407,8,#0000FF
408,8,#FF00FF
409,8,#FF0000
410,8,#000000
411,8,#FF00FF
412,8,#AAAAAA
413,8,#FF00FF
414,8,#FFFF00
415,8,#FF00FF
416,8,#AAAAAA
417,8,#00FF00
418,8,#FF00FF
419,8,#FF0000
420,8,#FF0000
421,8,#000000
422,8,#AAAAAA
423,8,#FF0000
424,8,#FF0000
425,8,#FF00FF
426,8,#FF0000
427,8,#FF0000
428,8,#FF00FF
429,8,#AAAAAA
430,8,#FF00FF
431,8,#0000FF
432,8,#AAAAAA
433,8,#FF00FF
434,8,#00FF00
435,8,#00FFFF
436,8,#FF00FF
437,8,#AAAAAA
438,8,#AAAAAA
439,8,#FF00FF
440,8,#FFFF00
441,8,#FF00FF
442,8,#AAAAAA
443,8,#00FFFF
444,8,#AAAAAA
445,8,#00FFFF
446,8,#AAAAAA
447,8,#FFFF00
448,8,#FF0000
449,8,#FF0000
450,9,#AAAAAA
451,9,#FF00FF
452,9,#FF0000
453,9,#FF00FF
454,9,#FF00FF
455,9,#FF00FF
456,9,#0000FF
457,9,#FFFF00
458,9,#FF00FF
459,9,#00FFFF
460,9,#0000FF
461,9,#FFFF00
462,9,#AAAAAA
463,9,#0000FF
464,9,#00FF00
465,9,#AAAAAA
466,9,#FF0000
467,9,#FF00FF
468,9,#000000
469,9,#FF0000
470,9,#AAAAAA
471,9,#FF00FF
472,9,#00FF00
473,9,#FF00FF
474,9,#FF0000
475,9,#FF00FF
476,9,#FF00FF
477,9,#FFFF00
478,9,#000000
479,9,#FF00FF
480,9,#000000
481,9,#00FF00
482,9,#000000
483,9,#AAAAAA
484,9,#FF00FF
485,9,#FF00FF
486,9,#FF00FF
487,9,#FF0000
488,9,#FF00FF
489,9,#FF00FF
490,9,#00FF00
491,9,#AAAAAA
492,9,#AAAAAA
493,9,#FFFF00
494,9,#FF0000
495,9,#FFFF00
496,9,#FFFF00
497,9,#00FFFF
498,9,#000000
499,9,#FF0000
500,10,#0000FF
501,10,#FF0000
502,10,#0000FF
503,10,#000000
504,10,#FFFF00
505,10,#FF00FF
506,10,#FFFF00
507,10,#FF0000
508,10,#FF0000
509,10,#AAAAAA
510,10,#AAAAAA
511,10,#AAAAAA
512,10,#FF00FF
513,10,#000000
514,10,#FF00FF
515,10,#FFFF00
516,10,#FF00FF
517,10,#FF0000
518,10,#FF00FF
519,10,#0000FF
520,10,#FF0000
521,10,#FF0000
522,10,#00FFFF
523,10,#00FF00
524,10,#FFFF00
525,10,#AAAAAA
526,10,#AAAAAA
527,10,#FFFF00
528,10,#FF00FF
529,10,#FF0000
530,10,#FF0000
531,10,#FF00FF
532,10,#00FFFF
533,10,#0000FF
534,10,#FF0000
535,10,#FFFF00
536,10,#00FF00
537,10,#00FF00
538,10,#FFFF00
539,10,#00FF00
540,10,#FF00FF
541,10,#FF0000
542,10,#FF00FF
543,10,#FF0000
544,10,#00FFFF
545,10,#FF00FF
546,10,#FF0000
547,10,#FF0000
548,10,#FF00FF
549,10,#00FF00
550,11,#FF0000
551,11,#0000FF
552,11,#FF0000
553,11,#000000
554,11,#FF00FF
555,11,#FF00FF
556,11,#FF0000
557,11,#00FFFF
558,11,#AAAAAA
559,11,#FF00FF
560,11,#FF00FF
561,11,#FF00FF
562,11,#FF0000
563,11,#FFFF00
564,11,#FFFF00
565,11,#00FFFF
566,11,#00FFFF
567,11,#FF0000
568,11,#00FF00
569,11,#FF00FF
570,11,#FF0000
571,11,#000000
572,11,#0000FF
573,11,#FF0000
574,11,#FF00FF
575,11,#AAAAAA
576,11,#00FFFF
577,11,#FFFF00
578,11,#FF00FF
579,11,#00FF00
580,11,#FF00FF
581,11,#FF0000
582,11,#AAAAAA
583,11,#FF00FF
584,11,#FFFF00
585,11,#00FF00
586,11,#0000FF
587,11,#FF0000
588,11,#AAAAAA
589,11,#0000FF
590,11,#000000
591,11,#FF00FF
592,11,#FFFF00
593,11,#FFFF00
594,11,#FF0000
595,11,#FFFF00
596,11,#FFFF00
597,11,#00FFFF
598,11,#FF00FF
599,11,#AAAAAA
600,12,#FF00FF
601,12,#FF00FF
602,12,#FFFF00
603,12,#FF0000
604,12,#0000FF
605,12,#0000FF
606,12,#FF0000
607,12,#FF00FF
608,12,#0000FF
609,12,#00FFFF
610,12,#AAAAAA
611,12,#FFFF00
612,12,#000000
613,12,#FF0000
614,12,#FF00FF
615,12,#AAAAAA
616,12,#AAAAAA
617,12,#AAAAAA
618,12,#AAAAAA
619,12,#AAAAAA
620,12,#FF00FF
621,12,#FF0000
622,12,#0000FF
623,12,#FF0000
624,12,#AAAAAA
625,12,#FF0000
626,12,#00FFFF
627,12,#FFFF00
628,12,#FF0000
629,12,#FFFF00
630,12,#FFFF00
631,12,#00FFFF
632,12,#AAAAAA
633,12,#FF0000
634,12,#FF0000
635,12,#AAAAAA
636,12,#FF00FF
637,12,#000000
638,12,#FF0000
639,12,#FF00FF
640,12,#FFFF00
641,12,#000000
642,12,#AAAAAA
643,12,#FF00FF
644,12,#FF0000
645,12,#FF0000
646,12,#AAAAAA
647,12,#000000
648,12,#FF0000
649,12,#FF00FF
650,13,#AAAAAA
651,13,#FF0000
652,13,#FF00FF
653,13,#FFFF00
654,13,#FF00FF
655,13,#AAAAAA
656,13,#0000FF
657,13,#FF00FF
658,13,#00FFFF
659,13,#0000FF
660,13,#FF0000
661,13,#FFFF00
662,13,#FF00FF
663,13,#00FFFF
664,13,#FFFF00
665,13,#00FF00
666,13,#AAAAAA
667,13,#FFFF00
668,13,#AAAAAA
669,13,#0000FF
670,13,#00FF00
671,13,#FF0000
672,13,#0000FF
673,13,#FF00FF
674,13,#FFFF00
675,13,#AAAAAA
676,13,#FF0000
677,13,#FF00FF
678,13,#AAAAAA
679,13,#AAAAAA
680,13,#FFFF00
681,13,#FFFF00
682,13,#AAAAAA
683,13,#000000
684,13,#FF0000
685,13,#FFFF00
686,13,#FFFF00
687,13,#AAAAAA
688,13,#00FFFF
689,13,#FF00FF
690,13,#FFFF00
691,13,#000000
692,13,#FF00FF
693,13,#FF00FF
694,13,#0000FF
695,13,#FF0000
696,13,#FF00FF
697,13,#00FF00
698,13,#000000
699,13,#AAAAAA
700,14,#AAAAAA
701,14,#FFFF00
702,14,#00FFFF
703,14,#FF0000
704,14,#FFFF00
705,14,#FFFF00
706,14,#AAAAAA
707,14,#FF00FF
708,14,#FFFF00
709,14,#0000FF
710,14,#AAAAAA
711,14,#AAAAAA
712,14,#FF00FF
713,14,#0000FF
714,14,#FFFF00
715,14,#FF0000
716,14,#000000
717,14,#AAAAAA
718,14,#FF00FF
719,14,#0000FF
720,14,#0000FF
721,14,#AAAAAA
722,14,#FF00FF
723,14,#00FF00
724,14,#FF00FF
725,14,#000000
726,14,#FFFF00
727,14,#FF0000
728,14,#00FFFF
729,14,#AAAAAA
730,14,#FFFF00
731,14,#00FFFF
732,14,#FF0000
733,14,#00FFFF
734,14,#AAAAAA
735,14,#FF0000
736,14,#FF0000
737,14,#00FFFF
738,14,#000000
739,14,#000000
740,14,#AAAAAA
741,14,#FF0000
742,14,#FFFF00
743,14,#00FF00
744,14,#0000FF
745,14,#FF00FF
746,14,#FF00FF
747,14,#AAAAAA
748,14,#FF00FF
749,14,#FF00FF
750,15,#FF00FF
751,15,#000000
752,15,#000000
753,15,#FF00FF
754,15,#AAAAAA
755,15,#FF00FF
756,15,#0000FF
757,15,#AAAAAA
758,15,#FF00FF
759,15,#FF00FF
760,15,#AAAAAA
761,15,#0000FF
762,15,#FF0000
763,15,#FFFF00
764,15,#FFFF00
765,15,#AAAAAA
766,15,#FF00FF
767,15,#FF0000
768,15,#AAAAAA
769,15,#AAAAAA
770,15,#0000FF
771,15,#AAAAAA
772,15,#FF00FF
773,15,#FF00FF
774,15,#AAAAAA
775,15,#FF00FF
776,15,#FF00FF
777,15,#FF00FF
778,15,#00FF00
779,15,#FF00FF
780,15,#FF0000
781,15,#0000FF
782,15,#0000FF
783,15,#0000FF
784,15,#FF00FF
785,15,#FFFF00
786,15,#00FFFF
787,15,#0000FF
788,15,#FFFF00
789,15,#FF00FF
790,15,#FF00FF
791,15,#0000FF
792,15,#FF00FF
793,15,#0000FF
794,15,#FF00FF
795,15,#00FF00
796,15,#000000
797,15,#FFFF00
798,15,#000000
799,15,#00FF00
800,16,#00FF00
801,16,#FF00FF
802,16,#FF0000
803,16,#FF0000
804,16,#FF0000
805,16,#FF00FF
806,16,#FF0000
807,16,#AAAAAA
808,16,#00FFFF
809,16,#FFFF00
810,16,#FF0000
811,16,#FF0000
812,16,#AAAAAA
813,16,#AAAAAA
814,16,#AAAAAA
815,16,#00FFFF
816,16,#FF00FF
817,16,#FF0000
818,16,#FF00FF
819,16,#AAAAAA
820,16,#AAAAAA
821,16,#AAAAAA
822,16,#FFFF00
823,16,#FF00FF
824,16,#AAAAAA
825,16,#FF00FF
826,16,#000000
827,16,#AAAAAA
828,16,#000000
829,16,#AAAAAA
830,16,#AAAAAA
831,16,#AAAAAA
832,16,#000000
833,16,#FFFF00
834,16,#FF00FF
835,16,#FFFF00
836,16,#FF00FF
837,16,#FFFF00
838,16,#00FFFF
839,16,#FF0000
840,16,#FF00FF
841,16,#000000
842,16,#FFFF00
843,16,#FF00FF
844,16,#FF00FF
845,16,#FF00FF
846,16,#AAAAAA
847,16,#AAAAAA
848,16,#00FFFF
849,16,#FF0000
850,17,#AAAAAA
851,17,#FFFF00
852,17,#AAAAAA
853,17,#FF00FF
854,17,#FF00FF
855,17,#FF00FF
856,17,#AAAAAA
857,17,#AAAAAA
858,17,#FFFF00
859,17,#AAAAAA
860,17,#FF0000
861,17,#AAAAAA
862,17,#00FF00
863,17,#00FF00
864,17,#AAAAAA
865,17,#FF00FF
866,17,#FF0000
867,17,#00FF00
868,17,#FF00FF
869,17,#AAAAAA
870,17,#FF00FF
871,17,#FF00FF
872,17,#FF0000
873,17,#FF00FF
874,17,#AAAAAA
875,17,#FF00FF
876,17,#000000
877,17,#000000
878,17,#FFFF00
879,17,#FF00FF
880,17,#0000FF
881,17,#AAAAAA
882,17,#00FFFF
883,17,#FF00FF
884,17,#00FFFF
885,17,#0000FF
886,17,#AAAAAA
887,17,#FF00FF
888,17,#FF00FF
889,17,#FF00FF
890,17,#FF00FF
891,17,#000000
892,17,#FF0000
893,17,#FFFF00
894,17,#AAAAAA
895,17,#FF00FF
896,17,#FF00FF
897,17,#FF0000
898,17,#000000
899,17,#AAAAAA
900,18,#FF00FF
901,18,#000000
902,18,#0000FF
903,18,#00FFFF
904,18,#FF0000
905,18,#AAAAAA
906,18,#AAAAAA
907,18,#00FFFF
908,18,#FF00FF
909,18,#000000
910,18,#FFFF00
911,18,#FF00FF
912,18,#000000
913,18,#00FFFF
914,18,#FF0000
915,18,#FF0000
916,18,#FF00FF
917,18,#00FFFF
918,18,#FFFF00
919,18,#FF00FF
920,18,#00FFFF
921,18,#FF0000
922,18,#AAAAAA
923,18,#AAAAAA
924,18,#00FFFF
925,18,#FF0000
926,18,#FF0000
927,18,#00FFFF
928,18,#0000FF
929,18,#FF00FF
930,18,#FF00FF
931,18,#FF00FF
932,18,#AAAAAA
933,18,#FF00FF
934,18,#FFFF00
935,18,#FFFF00
936,18,#00FF00
937,18,#FF00FF
938,18,#FF00FF
939,18,#FF00FF
940,18,#FF00FF
941,18,#FF0000
942,18,#00FF00
943,18,#0000FF
944,18,#FFFF00
945,18,#FF00FF
946,18,#FF0000
947,18,#0000FF
948,18,#AAAAAA
949,18,#FF0000
950,19,#000000
951,19,#FF00FF
952,19,#FF00FF
953,19,#AAAAAA
954,19,#AAAAAA
955,19,#FF00FF
956,19,#00FFFF
957,19,#FF0000
958,19,#000000
959,19,#00FFFF
960,19,#FF0000
961,19,#0000FF
962,19,#0000FF
963,19,#0000FF
964,19,#0000FF
965,19,#FF00FF
966,19,#000000
967,19,#00FF00
968,19,#AAAAAA
969,19,#000000
970,19,#00FFFF
971,19,#AAAAAA
972,19,#FF0000
973,19,#AAAAAA
974,19,#00FFFF
975,19,#000000
976,19,#FFFF00
977,19,#00FF00
978,19,#0000FF
979,19,#FF00FF
980,19,#FF00FF
981,19,#FFFF00
982,19,#FF0000
983,19,#FF00FF
984,19,#00FF00
985,19,#00FFFF
986,19,#FFFF00
987,19,#FF00FF
988,19,#0000FF
989,19,#000000
990,19,#FF00FF
991,19,#0000FF
992,19,#FFFF00
993,19,#0000FF
994,19,#000000
995,19,#000000
996,19,#0000FF
997,19,#FF0000
998,19,#AAAAAA
999,19,#FF0000
1000,20,#FF0000
1001,20,#000000
1002,20,#AAAAAA
1003,20,#FF00FF
1004,20,#FF0000
1005,20,#AAAAAA
1006,20,#0000FF
1007,20,#0000FF
1008,20,#AAAAAA
1009,20,#AAAAAA
1010,20,#FFFF00
1011,20,#0000FF
1012,20,#00FFFF
1013,20,#000000
1014,20,#FF00FF
1015,20,#000000
1016,20,#0000FF
1017,20,#FFFF00
1018,20,#AAAAAA
1019,20,#000000
1020,20,#00FFFF
1021,20,#00FFFF
1022,20,#AAAAAA
1023,20,#FFFF00
1024,20,#FF0000
1025,20,#AAAAAA
1026,20,#FF0000
1027,20,#FF0000
1028,20,#0000FF
1029,20,#0000FF
1030,20,#00FFFF
1031,20,#AAAAAA
1032,20,#FFFF00
1033,20,#FF00FF
1034,20,#FF00FF
1035,20,#AAAAAA
1036,20,#FF00FF
1037,20,#FF0000
1038,20,#FF00FF
1039,20,#00FFFF
1040,20,#FF00FF
1041,20,#AAAAAA
1042,20,#FF0000
1043,20,#AAAAAA
1044,20,#FF0000
1045,20,#FF0000
1046,20,#FF00FF
1047,20,#FF00FF
1048,20,#FFFF00
1049,20,#AAAAAA
1050,21,#FFFF00
1051,21,#000000
1052,21,#AAAAAA
1053,21,#FFFF00
1054,21,#AAAAAA
1055,21,#0000FF
1056,21,#FF0000
1057,21,#000000
1058,21,#FF00FF
1059,21,#FF00FF
1060,21,#FFFF00
1061,21,#FF00FF
1062,21,#FF00FF
1063,21,#00FF00
1064,21,#00FFFF
1065,21,#FF0000
1066,21,#FF0000
1067,21,#FF00FF
1068,21,#FF00FF
1069,21,#FF0000
1070,21,#000000
1071,21,#0000FF
1072,21,#FFFF00
1073,21,#000000
1074,21,#000000
1075,21,#AAAAAA
1076,21,#AAAAAA
1077,21,#AAAAAA
1078,21,#FF00FF
1079,21,#FF00FF
1080,21,#FF00FF
1081,21,#00FF00
1082,21,#FF0000
1083,21,#FF0000
1084,21,#AAAAAA
1085,21,#FF00FF
1086,21,#0000FF
1087,21,#FFFF00
1088,21,#00FFFF
1089,21,#00FFFF
1090,21,#FF00FF
1091,21,#00FFFF
1092,21,#FF0000
1093,21,#0000FF
1094,21,#00FFFF
1095,21,#FF0000
1096,21,#00FFFF
1097,21,#FF00FF
1098,21,#FFFF00
1099,21,#FF00FF
1100,22,#FF0000
1101,22,#00FF00
1102,22,#FF0000
1103,22,#FF00FF
1104,22,#0000FF
1105,22,#00FF00
1106,22,#FF0000
1107,22,#FF0000
1108,22,#FF00FF
1109,22,#FF00FF
1110,22,#FF00FF
1111,22,#FF00FF
1112,22,#FF0000
1113,22,#AAAAAA
1114,22,#FFFF00
1115,22,#FF00FF
1116,22,#0000FF
1117,22,#FF00FF
1118,22,#AAAAAA
1119,22,#FF00FF
1120,22,#AAAAAA
1121,22,#FF00FF
1122,22,#AAAAAA
1123,22,#0000FF
1124,22,#AAAAAA
1125,22,#FF0000
1126,22,#AAAAAA
1127,22,#0000FF
1128,22,#00FFFF
1129,22,#FF0000
1130,22,#FFFF00
1131,22,#00FFFF
1132,22,#AAAAAA
1133,22,#FF00FF
1134,22,#AAAAAA
1135,22,#FFFF00
1136,22,#FF00FF
1137,22,#AAAAAA
1138,22,#00FF00
1139,22,#FF00FF
1140,22,#FFFF00
1141,22,#00FFFF
1142,22,#FF00FF
1143,22,#FFFF00
1144,22,#FF0000
1145,22,#FFFF00
1146,22,#AAAAAA
1147,22,#FF00FF
1148,22,#AAAAAA
1149,22,#FF0000
1150,23,#FF00FF
1151,23,#AAAAAA
1152,23,#00FFFF
1153,23,#000000
1154,23,#FF00FF
1155,23,#FFFF00
1156,23,#AAAAAA
1157,23,#FF00FF
1158,23,#FF0000
1159,23,#AAAAAA
1160,23,#FF00FF
1161,23,#FF0000
1162,23,#FF00FF
1163,23,#000000
1164,23,#000000
1165,23,#00FF00
1166,23,#0000FF
1167,23,#AAAAAA
1168,23,#FF00FF
1169,23,#0000FF
1170,23,#000000
1171,23,#FF0000
1172,23,#FF00FF
1173,23,#000000
1174,23,#FF00FF
1175,23,#0000FF
1176,23,#FF00FF
1177,23,#AAAAAA
1178,23,#FFFF00
1179,23,#FFFF00
1180,23,#00FF00
1181,23,#FF0000
1182,23,#FF00FF
1183,23,#AAAAAA
1184,23,#AAAAAA
1185,23,#AAAAAA
1186,23,#AAAAAA
1187,23,#FF00FF
1188,23,#FF0000
1189,23,#FF0000
1190,23,#FF00FF
1191,23,#AAAAAA
1192,23,#FF00FF
1193,23,#0000FF
1194,23,#FF0000
1195,23,#00FF00
1196,23,#FF00FF
1197,23,#000000
1198,23,#FF00FF
1199,23,#AAAAAA
1200,24,#000000
1201,24,#00FFFF
1202,24,#FF00FF
1203,24,#FF00FF
1204,24,#FF00FF
1205,24,#FFFF00
1206,24,#FFFF00
1207,24,#FF0000
1208,24,#FF00FF
1209,24,#0000FF
1210,24,#AAAAAA
1211,24,#FF00FF
1212,24,#AAAAAA
1213,24,#0000FF
1214,24,#AAAAAA
1215,24,#000000
1216,24,#AAAAAA
1217,24,#AAAAAA
1218,24,#FF00FF
1219,24,#FF0000
1220,24,#00FF00
1221,24,#FF0000
1222,24,#FF00FF
1223,24,#0000FF
1224,24,#FF00FF
1225,24,#FF00FF
1226,24,#00FFFF
1227,24,#00FF00
1228,24,#FFFF00
1229,24,#AAAAAA
1230,24,#AAAAAA
1231,24,#AAAAAA
1232,24,#FF00FF
1233,24,#FF0000
1234,24,#FFFF00
1235,24,#FFFF00
1236,24,#FFFF00
1237,24,#00FF00
1238,24,#000000
1239,24,#00FFFF
1240,24,#AAAAAA
1241,24,#AAAAAA
1242,24,#00FFFF
1243,24,#AAAAAA
1244,24,#000000
1245,24,#FF00FF
1246,24,#FF00FF
1247,24,#00FFFF
1248,24,#FF0000
1249,24,#FF0000
1250,25,#00FFFF
1251,25,#00FF00
1252,25,#AAAAAA
1253,25,#AAAAAA
1254,25,#FF00FF
1255,25,#00FFFF
1256,25,#FF00FF
1257,25,#FF0000
1258,25,#AAAAAA
1259,25,#FF0000
1260,25,#FF00FF
1261,25,#FF00FF
1262,25,#FF0000
1263,25,#000000
1264,25,#00FFFF
1265,25,#FF00FF
1266,25,#FF00FF
1267,25,#00FFFF
1268,25,#FFFF00
1269,25,#AAAAAA
1270,25,#00FFFF
1271,25,#0000FF
1272,25,#FF00FF
1273,25,#FF00FF
1274,25,#FF0000
1275,25,#FF0000
1276,25,#FF00FF
1277,25,#FF00FF
1278,25,#FF00FF
1279,25,#AAAAAA
1280,25,#AAAAAA
1281,25,#AAAAAA
1282,25,#AAAAAA
1283,25,#FF00FF
1284,25,#0000FF
1285,25,#FF0000
1286,25,#FF00FF
1287,25,#FF00FF
1288,25,#00FFFF
1289,25,#FF00FF
1290,25,#FF00FF
1291,25,#0000FF
